Date,total_curtailment_mwh
2025-09-13 09:00:00,1550
2025-09-13 10:00:00,683
2025-09-13 11:00:00,739
2025-09-13 12:00:00,812
2025-09-13 13:00:00,1075
2025-09-13 14:00:00,1394
2025-09-13 15:00:00,1182
2025-09-13 16:00:00,909
2025-09-13 17:00:00,171
2025-09-13 18:00:00,17
2025-09-13 19:00:00,1
2025-09-13 20:00:00,0
2025-09-13 21:00:00,0
2025-09-13 22:00:00,0
2025-09-13 23:00:00,0
2025-09-14 00:00:00,0
2025-09-14 01:00:00,0
2025-09-14 02:00:00,0
2025-09-14 03:00:00,0
2025-09-14 04:00:00,0
2025-09-14 05:00:00,0
2025-09-14 06:00:00,0
2025-09-14 07:00:00,201
2025-09-14 08:00:00,1955
2025-09-14 09:00:00,2713
2025-09-14 10:00:00,1876
2025-09-14 11:00:00,2127
2025-09-14 12:00:00,2898
2025-09-14 13:00:00,3159
2025-09-14 14:00:00,4171
2025-09-14 15:00:00,2821
2025-09-14 16:00:00,1691
2025-09-14 17:00:00,127
2025-09-14 18:00:00,8
2025-09-14 19:00:00,1
2025-09-14 20:00:00,0
2025-09-14 21:00:00,0
2025-09-14 22:00:00,0
2025-09-14 23:00:00,0
2025-09-15 00:00:00,0
2025-09-15 01:00:00,0
2025-09-15 02:00:00,0
2025-09-15 03:00:00,0
2025-09-15 04:00:00,0
2025-09-15 05:00:00,0
2025-09-15 06:00:00,0
2025-09-15 07:00:00,13
2025-09-15 08:00:00,1028
2025-09-15 09:00:00,988
2025-09-15 10:00:00,1094
2025-09-15 11:00:00,1026
2025-09-15 12:00:00,1049
2025-09-15 13:00:00,2223
2025-09-15 14:00:00,2608
2025-09-15 15:00:00,2642
2025-09-15 16:00:00,1829
2025-09-15 17:00:00,411
2025-09-15 18:00:00,27
2025-09-15 19:00:00,4
2025-09-15 20:00:00,0
2025-09-15 21:00:00,2
2025-09-15 22:00:00,0
2025-09-15 23:00:00,0
2025-09-16 00:00:00,0
2025-09-16 01:00:00,0
2025-09-16 02:00:00,0
2025-09-16 03:00:00,0
2025-09-16 04:00:00,0
2025-09-16 05:00:00,0
2025-09-16 06:00:00,0
2025-09-16 07:00:00,5
2025-09-16 08:00:00,307
2025-09-16 09:00:00,591
2025-09-16 10:00:00,561
2025-09-16 11:00:00,952
2025-09-16 12:00:00,974
2025-09-16 13:00:00,1138
2025-09-16 14:00:00,842
2025-09-16 15:00:00,923
2025-09-16 16:00:00,681
2025-09-16 17:00:00,188
2025-09-16 18:00:00,17
2025-09-16 19:00:00,1
2025-09-16 20:00:00,0
2025-09-16 21:00:00,0
2025-09-16 22:00:00,0
2025-09-16 23:00:00,0
2025-09-17 00:00:00,0
2025-09-17 01:00:00,0
2025-09-17 02:00:00,0
2025-09-17 03:00:00,0
2025-09-17 04:00:00,0
2025-09-17 05:00:00,0
2025-09-17 06:00:00,1
2025-09-17 07:00:00,36
2025-09-17 08:00:00,170
2025-09-17 09:00:00,183
2025-09-17 10:00:00,215
2025-09-17 11:00:00,210
2025-09-17 12:00:00,294
2025-09-17 13:00:00,305
2025-09-17 14:00:00,202
2025-09-17 15:00:00,94
2025-09-17 16:00:00,54
2025-09-17 17:00:00,64
2025-09-17 18:00:00,2
2025-09-17 19:00:00,0
2025-09-17 20:00:00,0
2025-09-17 21:00:00,0
2025-09-17 22:00:00,1
2025-09-17 23:00:00,0
2025-09-18 00:00:00,0
2025-09-18 01:00:00,0
2025-09-18 02:00:00,0
2025-09-18 03:00:00,0
2025-09-18 04:00:00,0
2025-09-18 05:00:00,0
2025-09-18 06:00:00,0
2025-09-18 07:00:00,1
2025-09-18 08:00:00,2
2025-09-18 09:00:00,5
2025-09-18 10:00:00,1
2025-09-18 11:00:00,0
2025-09-18 12:00:00,3
2025-09-18 13:00:00,9
2025-09-18 14:00:00,5
2025-09-18 15:00:00,3
2025-09-18 16:00:00,0
2025-09-18 17:00:00,0
2025-09-18 18:00:00,0
2025-09-18 19:00:00,0
2025-09-18 20:00:00,0
2025-09-18 21:00:00,0
2025-09-18 22:00:00,0
2025-09-18 23:00:00,0
2025-09-19 00:00:00,0
2025-09-19 01:00:00,3
2025-09-19 02:00:00,2
2025-09-19 03:00:00,0
2025-09-19 04:00:00,0
2025-09-19 05:00:00,1
2025-09-19 06:00:00,1
2025-09-19 07:00:00,1
2025-09-19 08:00:00,2
2025-09-19 09:00:00,162
2025-09-19 10:00:00,58
2025-09-19 11:00:00,73
2025-09-19 12:00:00,98
2025-09-19 13:00:00,145
2025-09-19 14:00:00,153
2025-09-19 15:00:00,321
2025-09-19 16:00:00,99
2025-09-19 17:00:00,20
2025-09-19 18:00:00,11
2025-09-19 19:00:00,0
2025-09-19 20:00:00,0
2025-09-19 21:00:00,0
2025-09-19 22:00:00,0
2025-09-19 23:00:00,0
2025-09-20 00:00:00,0
2025-09-20 01:00:00,0
2025-09-20 02:00:00,0
2025-09-20 03:00:00,0
2025-09-20 04:00:00,0
2025-09-20 05:00:00,0
2025-09-20 06:00:00,1
2025-09-20 07:00:00,5
2025-09-20 08:00:00,228
2025-09-20 09:00:00,591
2025-09-20 10:00:00,409
2025-09-20 11:00:00,423
2025-09-20 12:00:00,433
2025-09-20 13:00:00,512
2025-09-20 14:00:00,377
2025-09-20 15:00:00,523
2025-09-20 16:00:00,596
2025-09-20 17:00:00,98
2025-09-20 18:00:00,20
2025-09-20 19:00:00,5
2025-09-20 20:00:00,0
2025-09-20 21:00:00,0
2025-09-20 22:00:00,0
2025-09-20 23:00:00,0
2025-09-21 00:00:00,5
2025-09-21 01:00:00,1
2025-09-21 02:00:00,0
2025-09-21 03:00:00,0
2025-09-21 04:00:00,0
2025-09-21 05:00:00,0
2025-09-21 06:00:00,0
2025-09-21 07:00:00,0
2025-09-21 08:00:00,55
2025-09-21 09:00:00,137
2025-09-21 10:00:00,166
2025-09-21 11:00:00,122
2025-09-21 12:00:00,115
2025-09-21 13:00:00,102
2025-09-21 14:00:00,131
2025-09-21 15:00:00,116
2025-09-21 16:00:00,50
2025-09-21 17:00:00,6
2025-09-21 18:00:00,9
2025-09-21 19:00:00,0
2025-09-21 20:00:00,0
2025-09-21 21:00:00,0
2025-09-21 22:00:00,0
2025-09-21 23:00:00,1
2025-09-22 00:00:00,3
2025-09-22 01:00:00,0
2025-09-22 02:00:00,0
2025-09-22 03:00:00,0
2025-09-22 04:00:00,0
2025-09-22 05:00:00,0
2025-09-22 06:00:00,0
2025-09-22 07:00:00,0
2025-09-22 08:00:00,198
2025-09-22 09:00:00,335
2025-09-22 10:00:00,471
2025-09-22 11:00:00,661
2025-09-22 12:00:00,574
2025-09-22 13:00:00,384
2025-09-22 14:00:00,509
2025-09-22 15:00:00,755
2025-09-22 16:00:00,645
2025-09-22 17:00:00,210
2025-09-22 18:00:00,25
2025-09-22 19:00:00,0
2025-09-22 20:00:00,0
2025-09-22 21:00:00,0
2025-09-22 22:00:00,0
2025-09-22 23:00:00,0
2025-09-23 00:00:00,0
2025-09-23 01:00:00,0
2025-09-23 02:00:00,0
2025-09-23 03:00:00,0
2025-09-23 04:00:00,0
2025-09-23 05:00:00,0
2025-09-23 06:00:00,0
2025-09-23 07:00:00,0
2025-09-23 08:00:00,578
2025-09-23 09:00:00,1077
2025-09-23 10:00:00,1112
2025-09-23 11:00:00,1709
2025-09-23 12:00:00,1559
2025-09-23 13:00:00,758
2025-09-23 14:00:00,1083
2025-09-23 15:00:00,875
2025-09-23 16:00:00,901
2025-09-23 17:00:00,129
2025-09-23 18:00:00,22
2025-09-23 19:00:00,0
2025-09-23 20:00:00,0
2025-09-23 21:00:00,0
2025-09-23 22:00:00,0
2025-09-23 23:00:00,0
2025-09-24 00:00:00,0
2025-09-24 01:00:00,0
2025-09-24 02:00:00,0
2025-09-24 03:00:00,0
2025-09-24 04:00:00,0
2025-09-24 05:00:00,0
2025-09-24 06:00:00,0
2025-09-24 07:00:00,150
2025-09-24 08:00:00,507
2025-09-24 09:00:00,576
2025-09-24 10:00:00,767
2025-09-24 11:00:00,703
2025-09-24 12:00:00,276
2025-09-24 13:00:00,672
2025-09-24 14:00:00,94
2025-09-24 15:00:00,176
2025-09-24 16:00:00,262
2025-09-24 17:00:00,182
2025-09-24 18:00:00,18
2025-09-24 19:00:00,0
2025-09-24 20:00:00,0
2025-09-24 21:00:00,0
2025-09-24 22:00:00,0
2025-09-24 23:00:00,5
2025-09-25 00:00:00,23
2025-09-25 01:00:00,31
2025-09-25 02:00:00,36
2025-09-25 03:00:00,34
2025-09-25 04:00:00,40
2025-09-25 05:00:00,39
2025-09-25 06:00:00,35
2025-09-25 07:00:00,53
2025-09-25 08:00:00,344
2025-09-25 09:00:00,801
2025-09-25 10:00:00,914
2025-09-25 11:00:00,810
2025-09-25 12:00:00,264
2025-09-25 13:00:00,251
2025-09-25 14:00:00,213
2025-09-25 15:00:00,551
2025-09-25 16:00:00,499
2025-09-25 17:00:00,304
2025-09-25 18:00:00,171
2025-09-25 19:00:00,77
2025-09-25 20:00:00,3
2025-09-25 21:00:00,74
2025-09-25 22:00:00,49
2025-09-25 23:00:00,1
2025-09-26 00:00:00,0
2025-09-26 01:00:00,0
2025-09-26 02:00:00,1
2025-09-26 03:00:00,0
2025-09-26 04:00:00,0
2025-09-26 05:00:00,0
2025-09-26 06:00:00,0
2025-09-26 07:00:00,14
2025-09-26 08:00:00,604
2025-09-26 09:00:00,1125
2025-09-26 10:00:00,893
2025-09-26 11:00:00,801
2025-09-26 12:00:00,333
2025-09-26 13:00:00,627
2025-09-26 14:00:00,750
2025-09-26 15:00:00,546
2025-09-26 16:00:00,670
2025-09-26 17:00:00,199
2025-09-26 18:00:00,11
2025-09-26 19:00:00,0
2025-09-26 20:00:00,0
2025-09-26 21:00:00,0
2025-09-26 22:00:00,0
2025-09-26 23:00:00,0
2025-09-27 00:00:00,0
2025-09-27 01:00:00,0
2025-09-27 02:00:00,0
2025-09-27 03:00:00,0
2025-09-27 04:00:00,0
2025-09-27 05:00:00,0
2025-09-27 06:00:00,0
2025-09-27 07:00:00,0
2025-09-27 08:00:00,90
2025-09-27 09:00:00,201
2025-09-27 10:00:00,206
2025-09-27 11:00:00,192
2025-09-27 12:00:00,180
2025-09-27 13:00:00,213
2025-09-27 14:00:00,236
2025-09-27 15:00:00,278
2025-09-27 16:00:00,192
2025-09-27 17:00:00,11
2025-09-27 18:00:00,4
2025-09-27 19:00:00,0
2025-09-27 20:00:00,0
2025-09-27 21:00:00,0
2025-09-27 22:00:00,0
2025-09-27 23:00:00,0
2025-09-28 00:00:00,0
2025-09-28 01:00:00,0
2025-09-28 02:00:00,0
2025-09-28 03:00:00,0
2025-09-28 04:00:00,0
2025-09-28 05:00:00,0
2025-09-28 06:00:00,0
2025-09-28 07:00:00,4
2025-09-28 08:00:00,217
2025-09-28 09:00:00,678
2025-09-28 10:00:00,1009
2025-09-28 11:00:00,931
2025-09-28 12:00:00,873
2025-09-28 13:00:00,1308
2025-09-28 14:00:00,965
2025-09-28 15:00:00,1026
2025-09-28 16:00:00,935
2025-09-28 17:00:00,204
2025-09-28 18:00:00,18
2025-09-28 19:00:00,0
2025-09-28 20:00:00,0
2025-09-28 21:00:00,0
2025-09-28 22:00:00,0
2025-09-28 23:00:00,0
2025-09-29 00:00:00,0
2025-09-29 01:00:00,0
2025-09-29 02:00:00,0
2025-09-29 03:00:00,0
2025-09-29 04:00:00,0
2025-09-29 05:00:00,0
2025-09-29 06:00:00,0
2025-09-29 07:00:00,52
2025-09-29 08:00:00,606
2025-09-29 09:00:00,751
2025-09-29 10:00:00,914
2025-09-29 11:00:00,804
2025-09-29 12:00:00,261
2025-09-29 13:00:00,38
2025-09-29 14:00:00,10
2025-09-29 15:00:00,161
2025-09-29 16:00:00,161
2025-09-29 17:00:00,18
2025-09-29 18:00:00,10
2025-09-29 19:00:00,0
2025-09-29 20:00:00,0
2025-09-29 21:00:00,0
2025-09-29 22:00:00,0
2025-09-29 23:00:00,0
2025-09-30 00:00:00,0
2025-09-30 01:00:00,0
2025-09-30 02:00:00,0
2025-09-30 03:00:00,0
2025-09-30 04:00:00,0
2025-09-30 05:00:00,0
2025-09-30 06:00:00,0
2025-09-30 07:00:00,0
2025-09-30 08:00:00,385
2025-09-30 09:00:00,769
2025-09-30 10:00:00,683
2025-09-30 11:00:00,525
2025-09-30 12:00:00,541
2025-09-30 13:00:00,943
2025-09-30 14:00:00,1975
2025-09-30 15:00:00,2961
2025-09-30 16:00:00,1846
2025-09-30 17:00:00,79
2025-09-30 18:00:00,11
2025-09-30 19:00:00,20
2025-09-30 20:00:00,6
2025-09-30 21:00:00,0
2025-09-30 22:00:00,0
2025-09-30 23:00:00,0
